1,3,Fit,0,0.6900788924910806,0.7219047619047619
1,4,Fit,0,0.6955364906426632,0.6933333333333334
1,5,Fit,0,0.6939136223359541,0.43238095238095237
1,2,Fit,0,0.7002932573809768,0.4533333333333333
1,1,Fit,0,0.6936880006934657,0.6114285714285714
1,4,Eval,-1,0.024180304209391275,0.7422222222222222
1,5,Eval,-1,0.02451092905468411,0.76
1,3,Eval,-1,0.024128786457909477,0.7333333333333333
1,1,Eval,-1,0.02455496311187744,0.7244444444444444
1,2,Eval,-1,0.024224321842193603,0.7422222222222222
1,1,Fit,0,0.6810271469029513,0.7495238095238095
1,4,Fit,0,0.6816535718513258,0.6447619047619048
1,5,Fit,0,0.6800024075941606,0.7390476190476191
1,2,Fit,0,0.6812277616876544,0.74
1,3,Fit,0,0.6814975196664984,0.6390476190476191
1,5,Eval,-1,0.024081074396769205,0.8488888888888889
1,2,Eval,-1,0.02393390946918064,0.8177777777777778
1,4,Eval,-1,0.02381314330630832,0.8
1,1,Eval,-1,0.024098336696624756,0.8088888888888889
1,3,Eval,-1,0.02379459063212077,0.8533333333333334
1,3,Fit,0,0.6660423278808594,0.7104761904761905
1,1,Fit,0,0.6689537835843635,0.6942857142857143
1,4,Fit,0,0.6719176841504646,0.7371428571428571
1,2,Fit,0,0.6742096741994222,0.6733333333333333
1,5,Fit,0,0.6769446206815315,0.6723809523809524
1,5,Eval,-1,0.02374307155609131,0.8533333333333334
1,4,Eval,-1,0.02348188002904256,0.8444444444444444
1,3,Eval,-1,0.02348980877134535,0.8711111111111111
1,2,Eval,-1,0.0236932733323839,0.84
1,1,Eval,-1,0.023756397035386827,0.8
1,1,Fit,0,0.6625864559953863,0.8104761904761905
1,3,Fit,0,0.6581869161490238,0.8304761904761905
1,2,Fit,0,0.6616231203079224,0.8219047619047619
1,5,Fit,0,0.6644423766569658,0.6952380952380952
1,4,Fit,0,0.6645701292789343,0.7733333333333333
1,1,Eval,-1,0.023373533884684244,0.8711111111111111
1,5,Eval,-1,0.02334934631983439,0.8888888888888888
1,4,Eval,-1,0.02308157338036431,0.88
1,2,Eval,-1,0.02337562878926595,0.8711111111111111
1,3,Eval,-1,0.023083071443769667,0.88
1,5,Fit,0,0.6583639094323823,0.8295238095238096
1,1,Fit,0,0.6543179605946396,0.8342857142857143
1,2,Fit,0,0.6573903145212115,0.8419047619047619
1,3,Fit,0,0.6515636859518109,0.8466666666666667
1,4,Fit,0,0.6569815874099731,0.6514285714285715
1,1,Eval,-1,0.023060057428148057,0.8488888888888889
1,2,Eval,-1,0.02316695080863105,0.88
1,3,Eval,-1,0.022822580602433945,0.88
1,4,Eval,-1,0.022800141440497506,0.8622222222222222
1,5,Eval,-1,0.023046838177575007,0.8755555555555555
1,3,Fit,0,0.6479681170347965,0.7828571428571428
1,5,Fit,0,0.6497421174338369,0.7047619047619048
1,1,Fit,0,0.6498668482809355,0.8285714285714286
1,2,Fit,0,0.6505488175334353,0.7428571428571429
1,4,Fit,0,0.6494032812841011,0.8342857142857143
1,3,Eval,-1,0.02260624647140503,0.8666666666666667
1,5,Eval,-1,0.02275142855114407,0.8355555555555556
1,4,Eval,-1,0.022557611995273168,0.8577777777777778
1,1,Eval,-1,0.02275285455915663,0.8133333333333334
1,2,Eval,-1,0.022992903656429715,0.8577777777777778
1,1,Fit,0,0.6379908142667828,0.8361904761904762
1,2,Fit,0,0.639676570892334,0.8523809523809524
1,4,Fit,0,0.6391047726977955,0.7819047619047619
1,3,Fit,0,0.6383585532506307,0.840952380952381
1,5,Fit,0,0.6404956145720049,0.8323809523809523
1,4,Eval,-1,0.022239255375332303,0.8622222222222222
1,2,Eval,-1,0.022755079004499648,0.8711111111111111
1,3,Eval,-1,0.022304926978217232,0.8666666666666667
1,1,Eval,-1,0.022438592116038006,0.8222222222222222
1,5,Eval,-1,0.022441586123572454,0.84
1,5,Fit,0,0.6395702921982968,0.7457142857142857
1,4,Fit,0,0.6374173760414124,0.7780952380952381
1,1,Fit,0,0.627726244203972,0.8323809523809523
1,3,Fit,0,0.6316306302041719,0.7180952380952381
1,2,Fit,0,0.6356301632794467,0.6904761904761905
1,4,Eval,-1,0.02206522438261244,0.8222222222222222
1,3,Eval,-1,0.022154011991288927,0.8088888888888889
1,2,Eval,-1,0.022637347380320232,0.8133333333333334
1,5,Eval,-1,0.02219857374827067,0.7955555555555556
1,1,Eval,-1,0.02217206186718411,0.7644444444444445
1,1,Fit,0,0.6248145500818888,0.7742857142857142
1,5,Fit,0,0.6292806899908817,0.7085714285714285
1,4,Fit,0,0.6285966580564325,0.8019047619047619
1,3,Fit,0,0.6229445013132963,0.7695238095238095
1,2,Fit,0,0.621404893470533,0.8457142857142858
1,4,Eval,-1,0.021643217669592964,0.8622222222222222
1,3,Eval,-1,0.021719485388861762,0.8666666666666667
1,2,Eval,-1,0.02232744296391805,0.8488888888888889
1,5,Eval,-1,0.021840311951107447,0.8266666666666667
1,1,Eval,-1,0.02181453863779704,0.8044444444444444
1,1,Fit,0,0.6148371840968276,0.8295238095238096
1,4,Fit,0,0.6170204516613123,0.800952380952381
1,3,Fit,0,0.6105240962722085,0.8228571428571428
1,2,Fit,0,0.6188793164311033,0.7952380952380952
1,5,Fit,0,0.6224182916410042,0.840952380952381
1,4,Eval,-1,0.021336930327945286,0.8622222222222222
1,1,Eval,-1,0.02151009506649441,0.8133333333333334
1,3,Eval,-1,0.021419458124372695,0.8622222222222222
1,5,Eval,-1,0.0215465063518948,0.84
1,2,Eval,-1,0.022120480802324084,0.8533333333333334
